TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST,REB,REB_CONTEST,REB_UNCONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST,SEASON,MEASURE_TYPE
1610612737,ATL,Atlanta Hawks,81,38,43,18426.0,705,398,296,0.565,2192,0.322,73,0.333,8.0,2540,730,1792,0.287,4619,0.55,421,0.605,6.4,3245,1128,2088,0.348,6811,0.476,494,0.514,6.7,2013-14,Rebounding
1610612738,BOS,Boston Celtics,82,25,57,18846.0,980,582,371,0.594,2668,0.367,86,0.38,7.5,2505,677,1822,0.27,4573,0.548,386,0.598,6.2,3485,1259,2193,0.361,7241,0.481,472,0.515,6.5,2013-14,Rebounding
1610612751,BKN,Brooklyn Nets,81,43,38,18374.0,709,391,301,0.551,1981,0.358,70,0.371,8.2,2378,675,1689,0.284,4318,0.551,354,0.6,6.6,3087,1066,1990,0.345,6299,0.49,424,0.525,7.0,2013-14,Rebounding
1610612766,CHA,Charlotte Bobcats,81,42,39,18727.0,766,416,340,0.543,2240,0.342,52,0.35,8.3,2689,748,1933,0.278,4912,0.547,442,0.602,6.3,3455,1164,2273,0.337,7152,0.483,494,0.519,6.7,2013-14,Rebounding
1610612741,CHI,Chicago Bulls,82,48,34,19159.0,937,533,384,0.569,2690,0.348,94,0.361,7.9,2680,788,1882,0.294,4935,0.543,425,0.594,6.3,3617,1321,2266,0.365,7625,0.474,519,0.509,6.7,2013-14,Rebounding
1610612739,CLE,Cleveland Cavaliers,82,33,49,18810.0,987,547,427,0.554,2912,0.339,74,0.348,8.0,2629,734,1883,0.279,4826,0.545,398,0.594,6.6,3616,1281,2310,0.354,7738,0.467,472,0.498,6.9,2013-14,Rebounding
1610612742,DAL,Dallas Mavericks,82,49,33,18896.0,839,488,346,0.582,2217,0.378,75,0.392,8.0,2513,739,1761,0.294,4515,0.557,407,0.612,6.4,3352,1227,2107,0.366,6732,0.498,482,0.536,6.8,2013-14,Rebounding
1610612743,DEN,Denver Nuggets,82,36,46,18945.0,1007,574,397,0.57,2932,0.343,99,0.355,7.8,2717,747,1974,0.275,4968,0.547,462,0.603,6.4,3724,1321,2371,0.355,7900,0.471,561,0.507,6.8,2013-14,Rebounding
1610612765,DET,Detroit Pistons,82,29,53,18453.0,1195,738,420,0.618,2979,0.401,105,0.416,7.0,2524,772,1750,0.306,4431,0.57,388,0.624,6.1,3719,1510,2170,0.406,7410,0.502,493,0.538,6.4,2013-14,Rebounding
1610612744,GSW,Golden State Warriors,81,50,31,18890.0,885,499,367,0.564,2360,0.375,85,0.389,7.8,2796,794,1980,0.284,5011,0.558,456,0.614,6.2,3681,1293,2347,0.351,7371,0.499,541,0.539,6.6,2013-14,Rebounding
1610612745,HOU,Houston Rockets,82,54,28,19094.0,919,498,393,0.542,2606,0.353,83,0.364,7.8,2796,818,1967,0.293,5033,0.556,446,0.61,6.5,3715,1316,2360,0.354,7639,0.486,529,0.523,6.8,2013-14,Rebounding
1610612754,IND,Indiana Pacers,82,56,26,18980.0,833,492,326,0.591,2548,0.327,74,0.337,7.8,2829,720,2091,0.255,5139,0.55,437,0.602,6.1,3662,1212,2417,0.331,7687,0.476,511,0.51,6.5,2013-14,Rebounding
1610612746,LAC,Los Angeles Clippers,82,57,25,18494.0,856,465,368,0.543,2206,0.388,88,0.404,8.4,2666,745,1914,0.279,4775,0.558,350,0.602,6.6,3522,1210,2282,0.344,6981,0.505,438,0.538,7.0,2013-14,Rebounding
1610612747,LAL,Los Angeles Lakers,82,27,55,18638.0,743,406,327,0.546,2188,0.34,69,0.351,8.3,2619,710,1902,0.271,4834,0.542,358,0.585,6.6,3362,1116,2229,0.332,7022,0.479,427,0.51,7.0,2013-14,Rebounding
1610612763,MEM,Memphis Grizzlies,82,50,32,18809.0,950,543,387,0.572,2669,0.356,94,0.369,7.3,2525,756,1759,0.299,4449,0.568,408,0.625,6.1,3475,1299,2146,0.374,7118,0.488,502,0.525,6.4,2013-14,Rebounding
1610612748,MIA,Miami Heat,82,54,28,18638.0,624,345,265,0.553,1766,0.353,46,0.363,8.6,2397,629,1759,0.262,4560,0.526,390,0.575,6.8,3021,974,2024,0.322,6326,0.478,436,0.513,7.1,2013-14,Rebounding
1610612749,MIL,Milwaukee Bucks,81,15,66,18537.0,963,563,386,0.585,2528,0.381,98,0.396,7.5,2365,685,1665,0.29,4415,0.536,341,0.581,6.3,3328,1248,2051,0.375,6943,0.479,439,0.512,6.7,2013-14,Rebounding
1610612750,MIN,Minnesota Timberwolves,82,40,42,18741.0,1023,630,369,0.616,2904,0.352,84,0.363,7.2,2644,811,1816,0.307,4442,0.595,365,0.649,5.9,3667,1441,2185,0.393,7346,0.499,449,0.532,6.3,2013-14,Rebounding
1610612740,NOP,New Orleans Pelicans,82,34,48,18546.0,932,508,402,0.545,2490,0.374,90,0.388,7.8,2486,715,1767,0.288,4382,0.567,379,0.621,6.5,3418,1223,2169,0.358,6872,0.497,469,0.534,6.8,2013-14,Rebounding
1610612752,NYK,New York Knicks,82,37,45,18677.0,867,494,354,0.57,2332,0.372,86,0.386,8.4,2436,659,1772,0.271,4321,0.564,346,0.613,6.4,3303,1153,2126,0.349,6653,0.496,432,0.531,6.9,2013-14,Rebounding
1610612760,OKC,Oklahoma City Thunder,82,59,23,19081.0,886,514,358,0.58,2386,0.371,81,0.384,7.5,2781,777,1990,0.279,4945,0.562,458,0.62,6.3,3667,1291,2348,0.352,7331,0.5,539,0.54,6.6,2013-14,Rebounding
1610612753,ORL,Orlando Magic,82,23,59,18811.0,793,466,309,0.588,2191,0.362,66,0.373,7.7,2653,719,1926,0.271,4803,0.552,427,0.606,6.4,3446,1185,2235,0.344,6994,0.493,493,0.53,6.7,2013-14,Rebounding
1610612755,PHI,Philadelphia 76ers,82,19,63,19093.0,948,523,397,0.552,2890,0.328,105,0.34,7.4,2556,677,1870,0.265,4670,0.547,382,0.596,6.3,3504,1200,2267,0.342,7560,0.463,487,0.495,6.6,2013-14,Rebounding
1610612756,PHX,Phoenix Suns,82,48,34,19039.0,926,518,392,0.559,2462,0.376,109,0.394,8.0,2600,711,1856,0.273,4676,0.556,381,0.605,6.3,3526,1229,2248,0.349,7138,0.494,490,0.53,6.7,2013-14,Rebounding
1610612757,POR,Portland Trail Blazers,82,54,28,18874.0,1020,596,409,0.584,2876,0.355,96,0.367,7.6,2786,768,2009,0.276,5206,0.535,493,0.591,6.1,3806,1364,2418,0.358,8082,0.471,589,0.508,6.5,2013-14,Rebounding
1610612758,SAC,Sacramento Kings,81,28,53,18562.0,978,547,396,0.559,2823,0.346,118,0.362,7.8,2627,653,1951,0.249,4748,0.553,460,0.613,6.5,3605,1200,2347,0.333,7571,0.476,578,0.516,6.8,2013-14,Rebounding
1610612759,SAS,San Antonio Spurs,82,62,20,18721.0,760,437,309,0.575,2152,0.353,64,0.364,7.8,2786,829,1958,0.298,4991,0.558,439,0.612,6.2,3546,1266,2267,0.357,7143,0.496,503,0.534,6.5,2013-14,Rebounding
1610612761,TOR,Toronto Raptors,81,47,34,18743.0,916,571,322,0.623,2709,0.338,82,0.349,7.0,2509,724,1771,0.289,4669,0.537,392,0.587,6.1,3425,1295,2093,0.378,7378,0.464,474,0.496,6.4,2013-14,Rebounding
1610612762,UTA,Utah Jazz,82,25,57,18605.0,902,535,352,0.593,2408,0.375,74,0.386,7.5,2475,672,1795,0.272,4475,0.553,388,0.606,6.5,3377,1207,2147,0.357,6883,0.491,462,0.526,6.8,2013-14,Rebounding
1610612764,WAS,Washington Wizards,81,44,37,19170.0,878,449,411,0.511,2609,0.337,127,0.354,8.8,2544,640,1899,0.252,4666,0.545,430,0.601,6.5,3422,1089,2310,0.318,7275,0.47,557,0.509,7.1,2013-14,Rebounding
1610612737,ATL,Atlanta Hawks,82,60,22,18904.0,715,415,298,0.58,1975,0.362,63,0.374,8.3,2611,763,1832,0.292,4665,0.56,350,0.605,6.4,3326,1178,2130,0.354,6640,0.501,413,0.534,6.8,2014-15,Rebounding
1610612738,BOS,Boston Celtics,82,40,42,19137.0,910,519,378,0.57,2563,0.355,86,0.367,7.8,2683,730,1939,0.272,4626,0.58,410,0.636,6.1,3593,1249,2317,0.348,7189,0.5,496,0.537,6.5,2014-15,Rebounding
1610612751,BKN,Brooklyn Nets,82,38,44,19122.0,844,528,295,0.626,2162,0.39,59,0.401,7.4,2626,674,1944,0.257,4407,0.596,340,0.646,6.7,3470,1202,2239,0.346,6569,0.528,399,0.562,6.9,2014-15,Rebounding
1610612766,CHA,Charlotte Hornets,82,33,49,19004.0,820,469,335,0.572,2337,0.351,80,0.363,8.6,2792,696,2088,0.249,4819,0.579,419,0.635,6.0,3612,1165,2423,0.323,7156,0.505,499,0.543,6.6,2014-15,Rebounding
1610612741,CHI,Chicago Bulls,82,50,32,19008.0,959,595,337,0.62,2573,0.373,83,0.385,7.1,2792,838,1942,0.3,4969,0.562,407,0.612,6.2,3751,1433,2279,0.382,7542,0.497,490,0.532,6.5,2014-15,Rebounding
1610612739,CLE,Cleveland Cavaliers,81,53,28,18466.0,900,524,356,0.582,2480,0.363,80,0.375,7.9,2585,750,1832,0.29,4439,0.582,313,0.627,6.3,3485,1274,2188,0.366,6919,0.504,393,0.534,6.7,2014-15,Rebounding
1610612742,DAL,Dallas Mavericks,82,50,32,18229.0,856,499,340,0.583,2202,0.389,88,0.405,7.4,2608,749,1850,0.287,4519,0.577,342,0.624,6.1,3464,1248,2190,0.36,6721,0.515,430,0.551,6.5,2014-15,Rebounding
1610612743,DEN,Denver Nuggets,82,30,52,18628.0,1012,609,365,0.602,2678,0.378,77,0.389,7.6,2653,728,1920,0.274,4413,0.601,341,0.652,6.2,3665,1337,2285,0.365,7091,0.517,418,0.549,6.6,2014-15,Rebounding
1610612765,DET,Detroit Pistons,82,32,50,18491.0,1051,647,390,0.616,2561,0.41,68,0.422,7.0,2629,752,1869,0.286,4437,0.593,360,0.645,6.2,3680,1399,2259,0.38,6998,0.526,428,0.56,6.4,2014-15,Rebounding
1610612744,GSW,Golden State Warriors,82,67,15,18865.0,853,518,325,0.607,2255,0.378,64,0.389,7.6,2810,895,1908,0.319,4998,0.562,362,0.606,6.2,3663,1413,2233,0.386,7253,0.505,426,0.537,6.6,2014-15,Rebounding
1610612745,HOU,Houston Rockets,81,55,26,18643.0,944,555,373,0.588,2604,0.363,92,0.376,8.2,2597,758,1832,0.292,4711,0.551,396,0.602,6.3,3541,1313,2205,0.371,7315,0.484,488,0.519,6.8,2014-15,Rebounding
1610612754,IND,Indiana Pacers,82,38,44,18594.0,856,517,315,0.604,2289,0.374,65,0.385,7.3,2822,713,2087,0.253,4682,0.603,378,0.656,6.2,3678,1230,2402,0.334,6971,0.528,443,0.563,6.4,2014-15,Rebounding
1610612746,LAC,Los Angeles Clippers,82,56,26,17963.0,784,464,293,0.592,1989,0.394,63,0.407,7.6,2709,732,1976,0.27,4496,0.603,342,0.652,6.3,3493,1196,2269,0.342,6485,0.539,405,0.575,6.6,2014-15,Rebounding
1610612747,LAL,Los Angeles Lakers,82,21,61,19120.0,951,568,367,0.597,2603,0.365,77,0.376,7.4,2647,684,1948,0.258,4568,0.579,407,0.636,6.3,3598,1252,2315,0.348,7171,0.502,484,0.538,6.6,2014-15,Rebounding
1610612763,MEM,Memphis Grizzlies,82,55,27,18908.0,856,569,271,0.665,2287,0.374,70,0.386,6.5,2633,801,1825,0.304,4446,0.592,340,0.641,6.2,3489,1370,2096,0.393,6733,0.518,410,0.552,6.3,2014-15,Rebounding
1610612748,MIA,Miami Heat,81,36,45,18602.0,733,465,251,0.634,2168,0.338,68,0.349,7.6,2430,725,1702,0.298,4476,0.543,389,0.595,6.5,3163,1190,1953,0.376,6644,0.476,457,0.511,6.7,2014-15,Rebounding
1610612749,MIL,Milwaukee Bucks,81,40,41,18781.0,862,530,310,0.615,2288,0.377,91,0.392,7.3,2544,735,1800,0.289,4541,0.56,387,0.612,6.2,3406,1265,2110,0.371,6829,0.499,478,0.536,6.5,2014-15,Rebounding
1610612750,MIN,Minnesota Timberwolves,81,16,65,18828.0,938,576,348,0.614,2525,0.371,82,0.384,7.4,2374,667,1703,0.281,4103,0.579,323,0.628,6.3,3312,1243,2051,0.375,6628,0.5,405,0.532,6.6,2014-15,Rebounding
1610612740,NOP,New Orleans Pelicans,82,45,37,18488.0,942,607,323,0.644,2489,0.378,87,0.392,7.1,2619,808,1809,0.309,4327,0.605,314,0.653,5.9,3561,1415,2132,0.397,6816,0.522,401,0.555,6.2,2014-15,Rebounding
1610612752,NYK,New York Knicks,81,17,64,18722.0,862,496,349,0.575,2286,0.377,86,0.392,8.4,2412,627,1783,0.26,4259,0.566,346,0.616,6.3,3274,1123,2132,0.343,6545,0.5,432,0.536,6.8,2014-15,Rebounding
1610612760,OKC,Oklahoma City Thunder,82,45,37,18932.0,1052,608,408,0.578,2808,0.375,95,0.388,7.3,2844,781,2051,0.275,4692,0.606,381,0.66,6.3,3896,1389,2459,0.357,7500,0.519,476,0.555,6.6,2014-15,Rebounding
1610612753,ORL,Orlando Magic,82,25,57,18656.0,821,478,316,0.582,2101,0.391,74,0.405,7.0,2607,771,1827,0.296,4247,0.614,344,0.668,6.0,3428,1249,2143,0.364,6348,0.54,418,0.578,6.3,2014-15,Rebounding
1610612755,PHI,Philadelphia 76ers,82,18,64,19043.0,977,565,393,0.578,2650,0.369,99,0.383,7.7,2535,745,1787,0.294,4651,0.545,396,0.596,6.3,3512,1310,2180,0.373,7301,0.481,495,0.516,6.6,2014-15,Rebounding
1610612756,PHX,Phoenix Suns,82,39,43,19044.0,895,533,351,0.596,2355,0.38,85,0.394,7.9,2642,778,1853,0.294,4859,0.544,411,0.594,6.1,3537,1311,2204,0.371,7214,0.49,496,0.526,6.5,2014-15,Rebounding
1610612757,POR,Portland Trail Blazers,82,51,31,18767.0,879,555,303,0.631,2306,0.381,69,0.393,7.5,2880,788,2091,0.274,4982,0.578,429,0.633,5.8,3759,1343,2394,0.357,7288,0.516,498,0.554,6.2,2014-15,Rebounding
1610612758,SAC,Sacramento Kings,82,29,53,18668.0,895,541,316,0.604,2521,0.355,83,0.367,7.3,2727,710,2013,0.26,4542,0.6,335,0.648,6.3,3622,1251,2329,0.345,7063,0.513,418,0.545,6.5,2014-15,Rebounding
1610612759,SAS,San Antonio Spurs,82,55,27,18935.0,805,463,328,0.575,2212,0.364,95,0.38,8.6,2770,853,1910,0.308,4825,0.574,393,0.625,6.0,3575,1316,2238,0.368,7037,0.508,488,0.546,6.6,2014-15,Rebounding
1610612761,TOR,Toronto Raptors,82,49,33,18927.0,881,546,325,0.62,2387,0.369,65,0.379,7.6,2526,731,1788,0.289,4536,0.557,350,0.603,6.0,3407,1277,2113,0.375,6923,0.492,415,0.524,6.4,2014-15,Rebounding
1610612762,UTA,Utah Jazz,82,38,44,18611.0,987,613,356,0.621,2433,0.406,76,0.419,7.3,2617,741,1869,0.283,4478,0.584,337,0.632,6.4,3604,1354,2225,0.376,6911,0.521,413,0.555,6.7,2014-15,Rebounding
1610612764,WAS,Washington Wizards,82,46,36,19321.0,862,482,367,0.559,2367,0.364,96,0.38,8.1,2800,663,2124,0.237,4795,0.584,356,0.631,6.2,3662,1145,2491,0.313,7162,0.511,452,0.546,6.7,2014-15,Rebounding
1610612737,ATL,Atlanta Hawks,82,48,34,18816.0,679,414,261,0.61,1970,0.345,49,0.353,7.8,2770,671,2096,0.242,5106,0.542,428,0.592,6.5,3449,1085,2357,0.315,7076,0.487,477,0.523,6.8,2015-16,Rebounding
1610612738,BOS,Boston Celtics,81,47,34,18821.0,943,545,385,0.578,2575,0.366,82,0.378,7.9,2699,721,1969,0.267,4561,0.592,348,0.641,6.2,3642,1266,2354,0.348,7136,0.51,430,0.543,6.6,2015-16,Rebounding
1610612751,BKN,Brooklyn Nets,82,21,61,18619.0,862,521,322,0.604,2319,0.372,85,0.386,7.6,2613,614,1994,0.235,4279,0.611,342,0.664,6.4,3475,1135,2316,0.327,6598,0.527,427,0.563,6.7,2015-16,Rebounding
1610612766,CHA,Charlotte Hornets,82,48,34,19152.0,733,414,303,0.565,2084,0.352,73,0.364,8.4,2867,652,2213,0.227,4967,0.577,417,0.63,6.1,3600,1066,2516,0.296,7051,0.511,490,0.549,6.6,2015-16,Rebounding
1610612741,CHI,Chicago Bulls,82,42,40,18949.0,906,546,344,0.603,2465,0.368,75,0.379,7.2,2888,755,2132,0.261,5072,0.569,433,0.623,6.3,3794,1301,2476,0.343,7537,0.503,508,0.54,6.5,2015-16,Rebounding
1610612739,CLE,Cleveland Cavaliers,82,57,25,18579.0,872,519,330,0.595,2331,0.374,69,0.385,7.8,2777,675,2086,0.243,4572,0.607,366,0.66,6.1,3649,1194,2416,0.327,6903,0.529,435,0.564,6.5,2015-16,Rebounding
1610612742,DAL,Dallas Mavericks,82,42,40,19014.0,751,445,289,0.593,2047,0.367,78,0.381,8.2,2779,692,2078,0.249,4673,0.595,378,0.647,5.9,3530,1137,2367,0.322,6720,0.525,456,0.564,6.4,2015-16,Rebounding
1610612743,DEN,Denver Nuggets,82,33,49,19032.0,940,557,363,0.593,2583,0.364,55,0.372,7.4,2718,686,2025,0.252,4603,0.59,388,0.645,6.1,3658,1243,2388,0.34,7186,0.509,443,0.542,6.4,2015-16,Rebounding
1610612765,DET,Detroit Pistons,82,44,38,19080.0,1019,621,345,0.609,2454,0.415,51,0.424,7.1,2777,747,2014,0.269,4537,0.612,369,0.666,5.8,3796,1368,2359,0.36,6991,0.543,420,0.578,6.2,2015-16,Rebounding
1610612744,GSW,Golden State Warriors,82,73,9,19087.0,816,483,318,0.592,2146,0.38,55,0.39,8.3,2970,836,2127,0.281,5201,0.571,424,0.622,6.3,3786,1319,2445,0.348,7347,0.515,479,0.551,6.7,2015-16,Rebounding
1610612745,HOU,Houston Rockets,82,41,41,18474.0,930,569,352,0.612,2444,0.381,65,0.391,7.3,2600,712,1881,0.274,4406,0.59,326,0.637,6.4,3530,1281,2233,0.363,6850,0.515,391,0.547,6.7,2015-16,Rebounding
1610612754,IND,Indiana Pacers,82,45,37,19076.0,847,490,347,0.579,2237,0.379,59,0.389,8.2,2779,710,2063,0.255,4831,0.575,391,0.626,6.2,3626,1200,2410,0.331,7068,0.513,450,0.548,6.7,2015-16,Rebounding
1610612746,LAC,LA Clippers,82,53,29,18241.0,720,402,305,0.558,1815,0.397,76,0.414,8.1,2722,683,2026,0.251,4806,0.566,345,0.61,6.4,3442,1085,2331,0.315,6621,0.52,421,0.555,6.7,2015-16,Rebounding
1610612747,LAL,Los Angeles Lakers,82,17,65,18842.0,877,499,368,0.569,2586,0.339,86,0.351,8.4,2645,581,2061,0.22,4586,0.577,355,0.625,6.3,3522,1080,2429,0.307,7172,0.491,441,0.523,6.8,2015-16,Rebounding
1610612763,MEM,Memphis Grizzlies,82,42,40,18899.0,915,568,319,0.621,2450,0.373,79,0.386,7.1,2495,639,1850,0.256,4155,0.6,335,0.653,6.4,3410,1207,2169,0.354,6605,0.516,414,0.551,6.6,2015-16,Rebounding
1610612748,MIA,Miami Heat,82,48,34,19221.0,807,502,292,0.622,2164,0.373,58,0.383,6.9,2810,725,2080,0.258,4919,0.571,395,0.621,6.4,3617,1227,2372,0.339,7083,0.511,453,0.546,6.5,2015-16,Rebounding
1610612749,MIL,Milwaukee Bucks,82,33,49,18886.0,858,519,325,0.605,2296,0.374,78,0.387,7.0,2559,697,1850,0.272,4471,0.572,319,0.616,6.4,3417,1216,2175,0.356,6767,0.505,397,0.536,6.6,2015-16,Rebounding
1610612750,MIN,Minnesota Timberwolves,82,29,53,18382.0,821,487,326,0.593,2180,0.377,64,0.388,7.7,2586,729,1854,0.282,4286,0.603,305,0.65,6.2,3407,1216,2180,0.357,6466,0.527,369,0.559,6.6,2015-16,Rebounding
1610612740,NOP,New Orleans Pelicans,82,30,52,18915.0,780,463,289,0.594,2059,0.379,44,0.387,7.3,2712,659,2046,0.243,4411,0.615,350,0.668,6.1,3492,1122,2335,0.321,6470,0.54,394,0.575,6.4,2015-16,Rebounding
1610612752,NYK,New York Knicks,82,32,50,18956.0,849,521,314,0.614,2179,0.39,60,0.401,8.0,2787,666,2114,0.239,4718,0.591,396,0.645,6.4,3636,1187,2428,0.326,6897,0.527,456,0.565,6.8,2015-16,Rebounding
1610612760,OKC,Oklahoma City Thunder,82,55,27,18597.0,1071,663,365,0.619,2693,0.398,87,0.411,7.0,2916,703,2207,0.241,4959,0.588,392,0.638,6.0,3987,1366,2572,0.343,7652,0.521,479,0.556,6.2,2015-16,Rebounding
1610612753,ORL,Orlando Magic,81,35,46,18641.0,835,476,335,0.57,2205,0.379,62,0.39,7.7,2669,718,1950,0.269,4394,0.607,364,0.662,5.9,3504,1194,2285,0.341,6599,0.531,426,0.568,6.3,2015-16,Rebounding
1610612755,PHI,Philadelphia 76ers,82,10,72,18835.0,777,437,327,0.562,2176,0.357,65,0.368,7.8,2603,625,1970,0.24,4664,0.558,392,0.609,6.1,3380,1062,2297,0.314,6840,0.494,457,0.53,6.5,2015-16,Rebounding
1610612756,PHX,Phoenix Suns,82,23,59,18502.0,943,537,374,0.569,2583,0.365,95,0.379,7.9,2732,715,2009,0.262,4488,0.609,361,0.662,5.9,3675,1252,2383,0.341,7071,0.52,456,0.556,6.4,2015-16,Rebounding
1610612757,POR,Portland Trail Blazers,82,44,38,19012.0,948,537,394,0.566,2574,0.368,83,0.381,8.0,2782,723,2055,0.26,4735,0.588,408,0.643,6.0,3730,1260,2449,0.338,7309,0.51,491,0.547,6.5,2015-16,Rebounding
1610612758,SAC,Sacramento Kings,81,33,48,18485.0,859,485,342,0.565,2379,0.361,79,0.373,7.3,2723,644,2079,0.237,4590,0.593,376,0.646,6.3,3582,1129,2421,0.315,6969,0.514,455,0.55,6.5,2015-16,Rebounding
1610612759,SAS,San Antonio Spurs,82,67,15,18351.0,768,443,311,0.577,1905,0.403,59,0.416,8.1,2827,741,2070,0.262,4583,0.617,351,0.668,6.3,3595,1184,2381,0.329,6488,0.554,410,0.591,6.7,2015-16,Rebounding
1610612761,TOR,Toronto Raptors,81,55,26,18800.0,825,516,302,0.625,2372,0.348,57,0.356,7.2,2687,715,1967,0.266,4711,0.57,359,0.617,5.9,3512,1231,2269,0.351,7083,0.496,416,0.527,6.2,2015-16,Rebounding
1610612762,UTA,Utah Jazz,82,40,42,18869.0,879,521,355,0.593,2394,0.367,75,0.379,8.1,2665,635,2018,0.238,4573,0.583,376,0.635,6.3,3544,1156,2373,0.326,6967,0.509,451,0.544,6.7,2015-16,Rebounding
1610612764,WAS,Washington Wizards,82,41,41,18987.0,742,412,319,0.555,2152,0.345,76,0.357,9.0,2688,608,2073,0.226,4653,0.578,397,0.632,6.3,3430,1020,2392,0.297,6805,0.504,473,0.542,6.9,2015-16,Rebounding
1610612737,ATL,Atlanta Hawks,82,43,39,18932.0,841,485,330,0.577,2443,0.344,50,0.351,7.4,2791,718,2058,0.257,5184,0.538,430,0.587,6.0,3632,1203,2388,0.331,7620,0.477,480,0.509,6.3,2016-17,Rebounding
1610612738,BOS,Boston Celtics,82,53,29,19147.0,742,415,317,0.559,2382,0.312,62,0.32,8.4,2698,666,2022,0.247,4768,0.566,363,0.612,6.4,3440,1081,2339,0.314,7142,0.482,425,0.512,6.8,2016-17,Rebounding
1610612751,BKN,Brooklyn Nets,81,20,61,18768.0,707,439,253,0.621,2205,0.321,58,0.329,7.7,2841,624,2212,0.22,5042,0.563,416,0.614,6.4,3548,1063,2465,0.3,7239,0.49,474,0.524,6.6,2016-17,Rebounding
1610612766,CHA,Charlotte Hornets,82,36,46,19086.0,721,419,291,0.581,2167,0.333,73,0.344,7.6,2852,661,2183,0.232,4948,0.576,430,0.631,6.2,3573,1080,2474,0.302,7108,0.503,503,0.541,6.5,2016-17,Rebounding
1610612741,CHI,Chicago Bulls,82,41,41,19055.0,999,601,379,0.602,2750,0.363,72,0.373,7.2,2796,686,2106,0.245,4977,0.562,404,0.611,6.2,3795,1287,2485,0.339,7719,0.492,476,0.524,6.4,2016-17,Rebounding
1610612739,CLE,Cleveland Cavaliers,82,51,31,18657.0,766,450,300,0.587,2157,0.355,70,0.367,8.0,2821,684,2131,0.242,4783,0.59,354,0.637,6.3,3587,1134,2431,0.316,6928,0.518,424,0.552,6.7,2016-17,Rebounding
1610612742,DAL,Dallas Mavericks,81,32,49,18487.0,637,318,310,0.499,1785,0.357,68,0.371,9.5,2491,605,1881,0.243,4313,0.578,350,0.629,6.3,3128,923,2191,0.295,6088,0.514,418,0.552,7.0,2016-17,Rebounding
1610612743,DEN,Denver Nuggets,81,39,42,18896.0,953,609,320,0.639,2493,0.382,78,0.395,7.2,2801,695,2090,0.248,4707,0.595,415,0.653,6.2,3754,1304,2410,0.347,7190,0.522,493,0.561,6.5,2016-17,Rebounding
1610612765,DET,Detroit Pistons,82,37,45,18925.0,907,580,304,0.639,2321,0.391,60,0.401,6.9,2837,724,2107,0.255,4703,0.603,435,0.665,5.6,3744,1304,2411,0.348,7010,0.534,495,0.575,5.9,2016-17,Rebounding
1610612744,GSW,Golden State Warriors,82,67,15,18790.0,769,417,341,0.542,2087,0.368,78,0.383,7.9,2872,771,2089,0.268,5029,0.571,396,0.62,6.7,3641,1188,2430,0.326,7107,0.512,474,0.549,7.0,2016-17,Rebounding
1610612745,HOU,Houston Rockets,82,55,27,19193.0,892,505,376,0.566,2430,0.367,65,0.377,8.5,2746,699,2029,0.255,4885,0.562,382,0.61,6.5,3638,1204,2405,0.331,7309,0.498,447,0.53,7.0,2016-17,Rebounding
1610612754,IND,Indiana Pacers,81,42,39,18855.0,730,416,304,0.57,2068,0.353,66,0.365,8.0,2680,651,2023,0.243,4646,0.577,369,0.627,6.5,3410,1067,2327,0.313,6707,0.508,435,0.544,6.8,2016-17,Rebounding
1610612746,LAC,LA Clippers,82,51,31,18330.0,738,446,276,0.604,1886,0.391,53,0.403,7.3,2789,687,2099,0.246,4625,0.603,317,0.647,6.3,3527,1133,2375,0.321,6499,0.543,370,0.575,6.5,2016-17,Rebounding
1610612747,LAL,Los Angeles Lakers,82,26,56,18717.0,932,534,382,0.573,2631,0.354,91,0.367,7.2,2635,619,2013,0.235,4531,0.582,368,0.633,6.5,3567,1153,2395,0.323,7150,0.499,459,0.533,6.7,2016-17,Rebounding
1610612763,MEM,Memphis Grizzlies,82,43,39,18925.0,886,543,329,0.613,2409,0.368,70,0.379,7.3,2620,663,1947,0.253,4381,0.598,365,0.652,6.2,3506,1206,2276,0.344,6777,0.517,435,0.553,6.5,2016-17,Rebounding
1610612748,MIA,Miami Heat,82,41,41,19145.0,872,519,344,0.595,2503,0.348,84,0.36,7.4,2704,687,2007,0.254,4982,0.543,424,0.593,6.1,3576,1206,2351,0.337,7477,0.478,508,0.513,6.4,2016-17,Rebounding
1610612749,MIL,Milwaukee Bucks,82,42,40,18415.0,723,446,262,0.617,1983,0.365,55,0.375,7.5,2586,662,1916,0.256,4505,0.574,342,0.621,6.6,3309,1108,2178,0.335,6478,0.511,397,0.544,6.8,2016-17,Rebounding
